date,enodeb_name,longitude_sector,latitude_sector,azimuth,cell_name,frequency_band,localcell_id,cell_fdd_tdd_indication,l_traffic_activeuser_dl_avg,ft_ave_4g_lte_dl_user_thrput_without_last_tti_all___kbps__kbit_,ft_physical_resource_blocks_load_dl,ft_4g_lte_average_reported_cqi,ot_average_ta,referencesignalpwr
16-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,4.3846,6577.953,85.1478,9.5291,4.7525,182
16-11-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,1.148,16285.4121,32.8654,10.6977,3.8527,170
16-11-2025 23:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.0691,10751.6002,45.5026,8.0781,4.8167,182
17-11-2025 12:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.4514,31348.4512,19.1025,10.8472,3.6302,170
17-11-2025 12:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.3905,17140.4395,20.6341,10.7665,3.3444,170
17-11-2025 14:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.6798,35178.4863,80.0729,12.1566,3.7928,170
17-11-2025 14:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.9486,22928.0733,63.9422,11.3282,3.6049,170
17-11-2025 19:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.6497,10255.4996,65.339,8.6141,4.4744,170
17-11-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,1.2788,7070.7111,45.8774,8.8479,4.3542,182
17-11-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.5103,5046.3259,51.4012,7.4635,4.7513,182
17-11-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,2.8786,10889.0322,70.6679,10.0743,4.6828,182
17-11-2025 23:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.4015,7072.3853,27.472,8.9458,5.244,182
18-11-2025 11:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.3903,21687.7972,21.2412,10.3826,3.1757,170
18-11-2025 13:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.9129,22319.4504,33.2635,9.4895,4.0089,182
18-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,3.41,7965.0116,72.6528,8.345,4.6132,170
18-11-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,6.6785,8713.1296,94.7723,11.1586,3.9701,170
18-11-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.6549,21329.3212,29.469,8.7791,4.0097,170
18-11-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.3712,11036.4057,24.8425,7.5715,4.7188,182
18-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,2.0821,5098.954,64.983,7.3933,4.7554,182
18-11-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,4.2535,9434.7085,85.2501,10.3606,3.6251,170
18-11-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.2341,8808.923,74.6804,9.9415,4.8485,182
19-11-2025 08:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.2822,33033.5077,50.173,11.3644,3.742,170
19-11-2025 09:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.4883,45856.1138,94.8855,12.0787,3.9312,170
19-11-2025 12:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.5964,38798.0894,18.2572,11.1622,3.6804,170
19-11-2025 12:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.6078,11845.8662,35.0926,7.9633,4.7871,182
19-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.8678,8343.1416,70.5801,8.6236,4.6001,170
19-11-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,1.3605,5734.4916,48.6651,8.0754,4.4855,182
19-11-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.4009,12543.1152,24.0979,9.5806,3.6098,170
19-11-2025 22:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.6165,7853.8124,33.5935,9.6366,4.5611,182
19-11-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,2.7305,10289.9889,66.2689,10.0016,4.9759,182
20-11-2025 07:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,1.6535,55493.9902,61.8046,12.0377,3.9637,170
20-11-2025 07:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.5246,34331.735,64.9114,11.3136,3.8184,170
20-11-2025 12:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.476,32005.7154,19.2195,10.4421,3.7309,170
20-11-2025 13:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.3819,22788.9677,19.4265,11.2375,3.1224,170
20-11-2025 18:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.8915,9208.2122,37.7221,8.6903,4.3637,182
20-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.8073,7313.468,78.3944,9.873,4.6717,182
20-11-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.722,10273.6743,70.4716,8.4955,4.5005,170
20-11-2025 22:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.3581,13305.9611,18.5173,9.6004,4.3242,182
20-11-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.1588,8100.3059,40.498,7.8245,4.6605,182
21-11-2025 11:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.305,39454.2823,65.1618,11.8675,4.0096,170
21-11-2025 11:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.2521,25103.0522,13.4579,10.3069,4.2395,182
21-11-2025 11:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.6521,27808.4461,52.32,10.7906,3.7356,170
21-11-2025 13:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.5463,92160.3959,26.8393,11.0541,3.3566,170
21-11-2025 13:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.2616,67502.7718,19.8806,10.3035,3.3271,170
21-11-2025 18:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,1.1329,11141.0598,41.2204,7.8116,4.6592,182
21-11-2025 18:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.1838,9896.4466,76.5272,9.7645,4.5437,182
21-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,4.0432,4254.6171,90.6941,8.1793,4.6728,170
21-11-2025 23:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.7336,10991.0927,43.5438,8.1166,5.0258,182
22-11-2025 08:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.4539,19944.7691,24.4335,8.6514,4.7047,182
22-11-2025 10:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.2231,36937.1776,10.3278,11.2096,3.0043,170
22-11-2025 16:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,3.3151,5984.1866,83.5659,8.4485,4.4277,170
22-11-2025 16:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.0384,10551.1661,38.3321,9.0024,4.3832,182
22-11-2025 16:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,4.1041,8005.2569,81.0881,9.5098,4.1978,182
22-11-2025 17:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.6471,15670.9128,74.3925,10.781,4.5397,170
22-11-2025 18:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.357,8879.6153,19.7616,8.6327,4.4964,182
22-11-2025 18:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,2.5795,18414.6228,81.4046,9.9074,4.1598,170
22-11-2025 19:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.9209,19914.2086,28.3275,11.334,3.2983,170
23-11-2025 09:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.3056,23425.8087,18.7798,10.163,4.9604,182
23-11-2025 11:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.4867,29778.1033,75.0047,10.0013,4.5212,170
23-11-2025 14:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.5653,29662.4151,26.8205,10.2937,3.3226,170
23-11-2025 15:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.1765,23201.7921,67.0476,10.586,5.0376,170
23-11-2025 17:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.4455,17081.0025,23.0221,10.9651,2.7015,170
23-11-2025 19:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.9894,9628.4922,68.4952,8.6631,4.511,170
23-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,4.224,7048.175,79.2771,9.5527,4.8658,182
23-11-2025 22:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.3672,10229.4242,22.539,9.5865,4.8528,182
23-11-2025 23:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.4745,12312.2907,26.9485,7.4038,4.6421,182
24-11-2025 08:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.1414,34247.6699,45.0618,11.3562,3.7689,170
24-11-2025 09:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.1217,18794.2329,10.0775,9.9536,4.3893,182
24-11-2025 11:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.3197,21709.0621,16.54,10.0692,3.0347,170
24-11-2025 13:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.3896,22638.1945,58.3955,11.8491,3.835,170
24-11-2025 13:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.546,36291.9495,18.7185,10.7283,3.6849,170
24-11-2025 19:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,3.2262,7122.3027,74.1748,8.3487,4.6336,170
24-11-2025 19:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.9893,6373.26,36.1505,8.6528,4.5835,182
24-11-2025 19:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.6214,9024.8593,77.6069,9.2651,4.73,182
24-11-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.563,8823.4413,28.6956,8.0937,4.7623,182
25-11-2025 12:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.5791,36903.4442,19.891,10.8865,3.3797,170
25-11-2025 15:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.19,20782.7569,13.5466,9.9774,4.1166,182
25-11-2025 18:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.4913,14059.0009,21.2893,10.9759,2.8907,170
25-11-2025 19:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.9332,8473.3173,31.9408,8.2928,4.7113,182
25-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,3.3841,7806.9675,71.3372,8.0866,4.626,170
25-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.7969,7574.8016,77.8603,9.3935,4.6385,182
25-11-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,4.1496,13243.828,79.8755,11.1142,3.9674,170
25-11-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.9552,7024.2469,34.9846,8.8299,4.2495,182
25-11-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,2.2119,11711.7911,66.0097,10.4742,3.6364,170
26-11-2025 12:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.6281,24352.2315,25.3597,10.4923,3.4903,170
26-11-2025 13:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.5679,25774.9181,59.9876,12.1497,3.8199,170
26-11-2025 13:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.4656,23829.9713,20.954,10.3713,3.0973,170
26-11-2025 19:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,1.2503,8332.6343,36.8147,8.861,4.2794,182
26-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.5284,8445.1018,73.9938,9.4581,4.9144,182
26-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.7709,7960.061,66.5679,8.7825,4.5318,170
26-11-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.7295,6413.4177,44.5987,8.1856,4.8413,182
26-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.9326,6079.5134,36.3268,7.5686,4.698,182
26-11-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,2.1257,18404.4171,66.729,10.5796,3.6008,170
27-11-2025 12:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.6348,29201.0852,21.3747,10.9185,3.6026,170
27-11-2025 16:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,1.9964,32424.4137,52.939,11.7707,4.0832,170
27-11-2025 16:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.2458,30088.5921,39.7264,10.972,3.7956,170
27-11-2025 17:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.2873,36047.1003,14.7535,10.4334,3.1213,170
27-11-2025 18:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.0473,18562.3121,60.3301,8.4116,4.7016,170
27-11-2025 18:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.4471,8239.6891,21.3778,8.5526,4.917,182
27-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.9861,6051.1397,35.3016,7.9031,4.6759,182
27-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,2.8771,10059.9899,70.2261,9.6933,4.6692,182
27-11-2025 23:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.4378,14824.5078,23.1235,9.9215,4.7527,182
28-11-2025 11:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.4823,23890.4474,69.9513,11.942,3.9407,170
28-11-2025 13:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.3656,22632.9625,20.9994,10.5733,3.3293,170
28-11-2025 16:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,2.1548,13316.9747,63.874,10.736,3.8587,170
28-11-2025 18:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.9427,11921.5699,36.3438,8.5819,4.5032,182
28-11-2025 20:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.3711,8659.6432,23.8669,8.0142,4.8832,182
28-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.2727,11295.9696,72.4096,9.5954,4.7477,182
28-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.8338,10061.368,68.0169,8.7518,4.3324,170
28-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.2978,4971.2903,51.4251,7.4217,4.8092,182
28-11-2025 22:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.5595,33258.4057,21.1318,10.4612,4.2074,170
29-11-2025 08:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.4562,33508.191,27.098,10.2709,4.4592,182
29-11-2025 08:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.1141,37998.7386,39.3596,10.9102,4.174,170
29-11-2025 12:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.2113,22485.1325,11.5188,10.3793,4.1283,182
29-11-2025 18:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,3.3235,15683.8068,72.1247,11.2607,4.2075,170
29-11-2025 19:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,1.0748,15372.8901,34.4769,11.7772,3.2319,170
29-11-2025 19:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.485,10573.8374,26.6666,10.367,3.2081,170
29-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.5404,9177.8863,76.8949,9.9877,4.7595,182
29-11-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.5682,11545.2372,73.9236,9.0673,4.6433,170
29-11-2025 23:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.0356,5788.3841,40.2906,7.7121,4.7713,182
30-11-2025 08:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.4105,38465.4771,25.9849,10.2796,4.7669,182
30-11-2025 16:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.4354,8551.489,24.7972,7.5395,4.5088,182
30-11-2025 16:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.3079,5405.2836,45.4929,7.8954,4.7896,182
30-11-2025 16:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.3419,22333.2133,47.2057,10.8178,4.3137,170
30-11-2025 20:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.0786,20305.7375,56.9042,10.5855,5.0171,170
30-11-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.8294,8660.4813,66.7574,8.6734,4.5379,170
30-11-2025 20:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.6001,11424.9319,28.4923,10.6802,3.4615,170
30-11-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.9337,24095.0451,30.2385,10.5439,3.6644,170
30-11-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,3.1208,9728.3582,69.0557,9.7134,4.8999,182
01-12-2025 10:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.3045,29791.2128,16.7276,9.6888,3.232,170
01-12-2025 15:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,3.2928,19389.9921,72.0164,11.6065,3.9045,170
01-12-2025 15:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,2.1148,21399.7571,61.1533,10.864,3.6783,170
01-12-2025 18:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.7648,17343.4699,28.943,9.1276,4.5177,182
01-12-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.3643,6848.531,45.0274,7.8208,4.7639,182
01-12-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.8334,22299.5513,34.5698,10.4179,3.8651,170
01-12-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,3.7814,6466.6347,82.5901,8.3369,4.6291,170
01-12-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.482,8193.3678,30.0455,8.0928,4.5789,182
01-12-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,4.3194,7273.0326,88.8757,9.7029,4.6066,182
02-12-2025 19:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,3.4527,16292.949,72.635,10.9972,4.0486,170
02-12-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.5039,10013.1756,67.0981,8.5755,4.6056,170
02-12-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.7621,15588.6426,42.9585,10.0407,3.9604,170
02-12-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.7557,9024.0976,44.0325,8.2755,4.8399,182
02-12-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,1.3955,5320.9835,52.3955,7.3652,4.6985,182
02-12-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,1.6996,17909.5343,51.8363,10.5018,3.4988,170
02-12-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.5037,14439.309,32.2455,10.0692,3.7654,170
02-12-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,2.6461,10741.3915,74.6965,9.548,4.6826,182
02-12-2025 22:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.7453,9144.3084,35.7129,8.7766,4.2624,182
03-12-2025 02:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.4096,20258.9814,29.5768,10.2033,4.2391,170
03-12-2025 13:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,2.8166,20092.1172,61.5788,12.1105,3.7796,170
03-12-2025 19:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.7349,19474.6872,35.1304,8.6808,4.4395,182
03-12-2025 20:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.8257,11159.0239,48.3026,9.9144,3.7692,170
03-12-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.3576,9400.4001,68.3358,8.5903,4.5044,170
03-12-2025 21:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.8971,10101.8288,38.1898,7.7418,4.5598,182
03-12-2025 21:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,2.1277,18942.6877,65.1195,10.507,3.6773,170
03-12-2025 22:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.4716,18490.766,26.4687,10.1282,4.2245,182
03-12-2025 22:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,2.4766,9883.1623,82.5483,9.3732,4.8159,182
04-12-2025 11:00,site_0001,10.53269,35.91589,140,site_0001_l2,1,8,CELL_FDD,0.2713,38655.2222,15.4575,10.4317,3.1883,170
04-12-2025 16:00,site_0001,10.53269,35.91589,310,site_0001_h3,3,6,CELL_FDD,3.408,18608.3925,71.3765,11.4252,3.9936,170
04-12-2025 16:00,site_0001,10.53269,35.91589,310,site_0001_f3,20,3,CELL_FDD,0.9174,12558.5029,39.751,9.4058,4.181,182
04-12-2025 18:00,site_0001,10.53269,35.91589,310,site_0001_l3,1,9,CELL_FDD,2.289,17479.6903,68.8621,10.3811,3.8013,170
04-12-2025 19:00,site_0001,10.53269,35.91589,30,site_0001_f1,20,1,CELL_FDD,0.8358,12663.579,31.8952,8.2783,4.5648,182
04-12-2025 19:00,site_0001,10.53269,35.91589,30,site_0001_l1,1,7,CELL_FDD,2.9002,10074.6214,76.7883,9.3167,4.7576,182
04-12-2025 20:00,site_0001,10.53269,35.91589,30,site_0001_h1,3,4,CELL_FDD,2.5899,9927.064,72.4682,8.3208,4.5549,170
04-12-2025 20:00,site_0001,10.53269,35.91589,140,site_0001_f2,20,2,CELL_FDD,0.3127,25067.5368,15.3544,9.8262,4.6719,182
04-12-2025 21:00,site_0001,10.53269,35.91589,140,site_0001_h2,3,5,CELL_FDD,0.8813,12673.3757,50.1622,9.3352,3.7753,170
