source,timestamp,cell_name,site_name,frequency_band,prb_load,throughput,throughput_kbps,active_users,rrc_users,traffic,cqi,ta,health,congested,issue_type,severity,root_cause,old_load,old_traffic,old_status_label
runtime_data,01-12-2025 00:00,TN1157_c02,TN1157_s01,L2100,46.92,48.98,48980.00,214,0,0.000,12.80,0.94,92,false,Normal,healthy,Normal,46.92,214,healthy
runtime_data,01-12-2025 00:00,TN1157_c03,TN1157_s02,L2100,68.03,53.37,53370.00,197,0,0.000,10.95,4.55,92,false,Normal,healthy,Normal,68.03,197,healthy
runtime_data,01-12-2025 00:00,TN1158_c01,TN1158_s01,L2600,86.79,12.95,12950.00,46,0,0.000,11.59,6.28,45,true,Congestion Confirmed,critical,Congestion Confirmed,86.79,46,critical
runtime_data,01-12-2025 00:00,TN1158_c02,TN1158_s01,L2100,94.33,4.26,4260.00,91,0,0.000,7.50,3.76,45,true,Congestion Confirmed,critical,Congestion Confirmed,94.33,91,critical
runtime_data,01-12-2025 00:00,TN1158_c03,TN1158_s02,L1800,77.75,9.62,9620.00,211,0,0.000,9.11,5.47,70,false,Normal,watch,Normal,77.75,211,watch
runtime_data,01-12-2025 00:00,TN1159_c01,TN1159_s01,L2600,39.56,41.77,41770.00,131,0,0.000,10.47,5.65,92,false,Normal,healthy,Normal,39.56,131,healthy
runtime_data,01-12-2025 00:00,TN1159_c02,TN1159_s01,L1800,91.49,17.85,17850.00,208,0,0.000,9.25,6.18,45,true,Congestion Confirmed,critical,Congestion Confirmed,91.49,208,critical
runtime_data,01-12-2025 00:00,TN1159_c03,TN1159_s02,L1800,43.30,14.39,14390.00,47,0,0.000,11.89,3.12,70,false,Normal,watch,Normal,43.30,47,watch
runtime_data,01-12-2025 00:00,TN1160_c01,TN1160_s01,L2600,67.69,30.40,30400.00,73,0,0.000,13.25,1.32,92,false,Normal,healthy,Normal,67.69,73,healthy
runtime_data,01-12-2025 00:00,TN1160_c02,TN1160_s01,L2600,84.26,40.39,40390.00,200,0,0.000,8.63,2.67,92,false,Normal,healthy,Normal,84.26,200,healthy
runtime_data,01-12-2025 00:00,TN1160_c03,TN1160_s02,L1800,40.56,27.40,27400.00,111,0,0.000,8.24,5.47,92,false,Normal,healthy,Normal,40.56,111,healthy
runtime_data,01-12-2025 00:00,TN1161_c01,TN1161_s01,L2600,45.61,36.02,36020.00,135,0,0.000,13.16,1.38,92,false,Normal,healthy,Normal,45.61,135,healthy
runtime_data,01-12-2025 00:00,TN1161_c02,TN1161_s01,L2100,83.42,47.89,47890.00,35,0,0.000,7.35,5.49,70,false,Radio Quality,watch,Radio Quality,83.42,35,watch
runtime_data,01-12-2025 00:00,TN1161_c03,TN1161_s02,L2600,57.71,10.54,10540.00,185,0,0.000,10.91,1.23,70,false,Normal,watch,Normal,57.71,185,watch
runtime_data,01-12-2025 00:00,TN1162_c01,TN1162_s01,L1800,95.83,22.66,22660.00,185,0,0.000,7.88,5.53,45,true,Congestion Confirmed,critical,Congestion Confirmed,95.83,185,critical
runtime_data,01-12-2025 00:00,TN1162_c02,TN1162_s01,L2100,55.22,8.73,8730.00,138,0,0.000,6.80,4.93,70,false,Radio Quality,watch,Radio Quality,55.22,138,watch
runtime_data,01-12-2025 00:00,TN1162_c03,TN1162_s02,L2100,65.26,15.33,15330.00,129,0,0.000,9.18,2.40,92,false,Normal,healthy,Normal,65.26,129,healthy
runtime_data,01-12-2025 00:00,TN1163_c01,TN1163_s01,L2600,88.89,34.46,34460.00,178,0,0.000,6.74,5.83,45,true,Congestion Confirmed,critical,Congestion Confirmed,88.89,178,critical
runtime_data,01-12-2025 00:00,TN1163_c02,TN1163_s01,L1800,64.22,13.41,13410.00,118,0,0.000,7.11,3.80,70,false,Radio Quality,watch,Radio Quality,64.22,118,watch
runtime_data,01-12-2025 00:00,TN1163_c03,TN1163_s02,L2100,73.48,59.43,59430.00,24,0,0.000,12.12,3.90,92,false,Normal,healthy,Normal,73.48,24,healthy
runtime_data,01-12-2025 00:00,TN1164_c01,TN1164_s01,L1800,64.57,23.37,23370.00,148,0,0.000,12.89,4.20,92,false,Normal,healthy,Normal,64.57,148,healthy
runtime_data,01-12-2025 00:00,TN1164_c02,TN1164_s01,L2600,36.79,9.16,9160.00,91,0,0.000,12.17,5.17,70,false,Normal,watch,Normal,36.79,91,watch
runtime_data,01-12-2025 00:00,TN1164_c03,TN1164_s02,L2600,95.98,12.04,12040.00,45,0,0.000,13.32,5.31,45,true,Congestion Confirmed,critical,Congestion Confirmed,95.98,45,critical
runtime_data,01-12-2025 00:00,TN1165_c01,TN1165_s01,L2100,79.96,35.35,35350.00,76,0,0.000,11.85,6.13,92,false,Normal,healthy,Normal,79.96,76,healthy
runtime_data,01-12-2025 00:00,TN1165_c02,TN1165_s01,L2600,95.48,30.83,30830.00,80,0,0.000,7.72,6.01,45,true,Congestion Confirmed,critical,Congestion Confirmed,95.48,80,critical
runtime_data,01-12-2025 00:00,TN1165_c03,TN1165_s02,L2600,36.72,36.43,36430.00,165,0,0.000,11.40,6.43,92,false,Normal,healthy,Normal,36.72,165,healthy
runtime_data,01-12-2025 00:00,TN1166_c01,TN1166_s01,L2100,88.78,10.66,10660.00,99,0,0.000,9.95,4.23,45,true,Congestion Confirmed,critical,Congestion Confirmed,88.78,99,critical
runtime_data,01-12-2025 00:00,TN1166_c02,TN1166_s01,L1800,36.22,55.57,55570.00,104,0,0.000,9.85,4.89,92,false,Normal,healthy,Normal,36.22,104,healthy
runtime_data,01-12-2025 00:00,TN1166_c03,TN1166_s02,L1800,91.05,3.60,3600.00,102,0,0.000,12.41,1.61,45,true,Congestion Confirmed,critical,Congestion Confirmed,91.05,102,critical
runtime_data,01-12-2025 00:00,TN1167_c01,TN1167_s01,L1800,41.77,57.87,57870.00,113,0,0.000,10.18,3.05,92,false,Normal,healthy,Normal,41.77,113,healthy
runtime_data,01-12-2025 00:00,TN1167_c02,TN1167_s01,L1800,41.16,58.70,58700.00,54,0,0.000,8.61,4.44,92,false,Normal,healthy,Normal,41.16,54,healthy
runtime_data,01-12-2025 00:00,TN1167_c03,TN1167_s02,L1800,64.72,58.31,58310.00,201,0,0.000,8.72,5.29,92,false,Normal,healthy,Normal,64.72,201,healthy
runtime_data,01-12-2025 00:00,TN1168_c01,TN1168_s01,L2100,48.62,26.43,26430.00,64,0,0.000,10.62,1.81,92,false,Normal,healthy,Normal,48.62,64,healthy
runtime_data,01-12-2025 00:00,TN1168_c02,TN1168_s01,L1800,35.11,27.15,27150.00,166,0,0.000,11.41,0.98,92,false,Normal,healthy,Normal,35.11,166,healthy
runtime_data,01-12-2025 00:00,TN1168_c03,TN1168_s02,L2100,71.75,17.93,17930.00,176,0,0.000,12.95,1.60,92,false,Normal,healthy,Normal,71.75,176,healthy
runtime_data,01-12-2025 00:00,TN1169_c01,TN1169_s01,L2600,80.47,13.15,13150.00,101,0,0.000,8.17,4.84,70,false,Normal,watch,Normal,80.47,101,watch
runtime_data,01-12-2025 00:00,TN1169_c02,TN1169_s01,L2100,73.99,6.62,6620.00,134,0,0.000,12.71,2.80,70,false,Normal,watch,Normal,73.99,134,watch
runtime_data,01-12-2025 00:00,TN1169_c03,TN1169_s02,L1800,83.01,24.04,24040.00,32,0,0.000,11.54,5.84,92,false,Normal,healthy,Normal,83.01,32,healthy
runtime_data,01-12-2025 00:00,TN1170_c01,TN1170_s01,L2100,65.08,26.27,26270.00,159,0,0.000,9.15,4.09,92,false,Normal,healthy,Normal,65.08,159,healthy
runtime_data,01-12-2025 00:00,TN1170_c02,TN1170_s01,L1800,81.25,7.79,7790.00,135,0,0.000,8.08,2.62,70,false,Normal,watch,Normal,81.25,135,watch
runtime_data,01-12-2025 00:00,TN1170_c03,TN1170_s02,L1800,93.05,47.63,47630.00,63,0,0.000,7.02,6.17,45,true,Congestion Confirmed,critical,Congestion Confirmed,93.05,63,critical
runtime_data,01-12-2025 00:00,TN1171_c01,TN1171_s01,L1800,94.66,47.35,47350.00,177,0,0.000,8.87,4.53,45,true,Congestion Confirmed,critical,Congestion Confirmed,94.66,177,critical
runtime_data,01-12-2025 00:00,TN1171_c02,TN1171_s01,L1800,72.05,11.47,11470.00,33,0,0.000,9.54,4.77,70,false,Normal,watch,Normal,72.05,33,watch
runtime_data,01-12-2025 00:00,TN1171_c03,TN1171_s02,L2100,79.04,40.26,40260.00,87,0,0.000,11.61,3.04,92,false,Normal,healthy,Normal,79.04,87,healthy
runtime_data,01-12-2025 00:00,TN1251_c01,TN1251_s01,L2100,68.53,25.48,25480.00,33,0,0.000,9.94,4.57,92,false,Normal,healthy,Normal,68.53,33,healthy
runtime_data,01-12-2025 00:00,TN1251_c02,TN1251_s01,L2100,71.61,17.18,17180.00,26,0,0.000,7.90,3.50,70,false,Radio Quality,watch,Radio Quality,71.61,26,watch
runtime_data,01-12-2025 00:00,TN1251_c03,TN1251_s02,L2600,42.05,32.41,32410.00,140,0,0.000,11.99,3.90,92,false,Normal,healthy,Normal,42.05,140,healthy
runtime_data,01-12-2025 00:00,TN1252_c01,TN1252_s01,L2100,46.28,16.08,16080.00,114,0,0.000,12.70,2.30,92,false,Normal,healthy,Normal,46.28,114,healthy
runtime_data,01-12-2025 00:00,TN1252_c02,TN1252_s01,L2600,86.06,42.75,42750.00,58,0,0.000,10.45,2.76,45,true,Congestion Confirmed,critical,Congestion Confirmed,86.06,58,critical
runtime_data,01-12-2025 00:00,TN1252_c03,TN1252_s02,L2600,68.03,18.29,18290.00,170,0,0.000,13.29,3.78,92,false,Normal,healthy,Normal,68.03,170,healthy
runtime_data,01-12-2025 00:00,TN1253_c01,TN1253_s01,L1800,93.90,30.31,30310.00,141,0,0.000,11.31,3.05,45,true,Congestion Confirmed,critical,Congestion Confirmed,93.90,141,critical
runtime_data,01-12-2025 00:00,TN1253_c02,TN1253_s01,L1800,87.09,50.39,50390.00,166,0,0.000,6.74,4.34,45,true,Congestion Confirmed,critical,Congestion Confirmed,87.09,166,critical
runtime_data,01-12-2025 00:00,TN1253_c03,TN1253_s02,L1800,42.34,57.25,57250.00,64,0,0.000,11.80,1.90,92,false,Normal,healthy,Normal,42.34,64,healthy
runtime_data,01-12-2025 00:00,TN1254_c01,TN1254_s01,L1800,37.60,29.51,29510.00,194,0,0.000,7.05,5.55,70,false,Radio Quality,watch,Radio Quality,37.60,194,watch
runtime_data,01-12-2025 00:00,TN1254_c02,TN1254_s01,L2100,50.73,10.70,10700.00,37,0,0.000,12.88,5.68,70,false,Normal,watch,Normal,50.73,37,watch
runtime_data,01-12-2025 00:00,TN1254_c03,TN1254_s02,L2100,66.70,48.47,48470.00,23,0,0.000,12.92,3.19,92,false,Normal,healthy,Normal,66.70,23,healthy
runtime_data,01-12-2025 00:00,TN1255_c01,TN1255_s01,L2100,60.28,37.46,37460.00,170,0,0.000,7.54,1.40,70,false,Radio Quality,watch,Radio Quality,60.28,170,watch
runtime_data,01-12-2025 00:00,TN1255_c02,TN1255_s01,L2100,82.55,50.88,50880.00,157,0,0.000,12.00,4.53,92,false,Normal,healthy,Normal,82.55,157,healthy
runtime_data,01-12-2025 00:00,TN1255_c03,TN1255_s02,L1800,69.89,20.87,20870.00,64,0,0.000,9.81,4.75,92,false,Normal,healthy,Normal,69.89,64,healthy
runtime_data,01-12-2025 00:00,TN1256_c01,TN1256_s01,L1800,37.37,43.29,43290.00,104,0,0.000,12.73,2.33,92,false,Normal,healthy,Normal,37.37,104,healthy
runtime_data,01-12-2025 00:00,TN1256_c02,TN1256_s01,L1800,57.72,22.79,22790.00,97,0,0.000,8.87,4.70,92,false,Normal,healthy,Normal,57.72,97,healthy
runtime_data,01-12-2025 00:00,TN1256_c03,TN1256_s02,L2100,94.32,51.85,51850.00,96,0,0.000,8.10,2.34,45,true,Congestion Confirmed,critical,Congestion Confirmed,94.32,96,critical
runtime_data,01-12-2025 00:00,TN1257_c01,TN1257_s01,L2600,60.42,29.85,29850.00,68,0,0.000,11.02,3.56,92,false,Normal,healthy,Normal,60.42,68,healthy
runtime_data,01-12-2025 00:00,TN1257_c02,TN1257_s01,L2600,66.51,33.82,33820.00,34,0,0.000,9.12,3.69,92,false,Normal,healthy,Normal,66.51,34,healthy
runtime_data,01-12-2025 00:00,TN1257_c03,TN1257_s02,L2100,43.27,7.56,7560.00,165,0,0.000,12.46,5.57,70,false,Normal,watch,Normal,43.27,165,watch
runtime_data,01-12-2025 00:00,TN1351_c01,TN1351_s01,L2100,50.22,44.05,44050.00,112,0,0.000,9.70,3.68,92,false,Normal,healthy,Normal,50.22,112,healthy
runtime_data,01-12-2025 00:00,TN1351_c02,TN1351_s01,L1800,73.76,19.06,19060.00,27,0,0.000,7.37,6.27,70,false,Radio Quality,watch,Radio Quality,73.76,27,watch
runtime_data,01-12-2025 00:00,TN1351_c03,TN1351_s02,L2100,63.95,14.83,14830.00,108,0,0.000,10.36,4.73,70,false,Normal,watch,Normal,63.95,108,watch
runtime_data,01-12-2025 00:00,TN1352_c01,TN1352_s01,L2600,52.39,52.11,52110.00,61,0,0.000,9.21,2.06,92,false,Normal,healthy,Normal,52.39,61,healthy
runtime_data,01-12-2025 00:00,TN1352_c02,TN1352_s01,L1800,48.73,28.11,28110.00,186,0,0.000,7.95,5.18,70,false,Radio Quality,watch,Radio Quality,48.73,186,watch
runtime_data,01-12-2025 00:00,TN1352_c03,TN1352_s02,L1800,35.54,15.35,15350.00,185,0,0.000,12.88,4.27,92,false,Normal,healthy,Normal,35.54,185,healthy
runtime_data,01-12-2025 00:00,TN1353_c01,TN1353_s01,L2100,92.52,34.57,34570.00,201,0,0.000,11.49,2.79,45,true,Congestion Confirmed,critical,Congestion Confirmed,92.52,201,critical
runtime_data,01-12-2025 00:00,TN1353_c02,TN1353_s01,L2100,50.37,34.11,34110.00,193,0,0.000,9.77,0.84,92,false,Normal,healthy,Normal,50.37,193,healthy
runtime_data,01-12-2025 00:00,TN1353_c03,TN1353_s02,L2600,95.97,28.98,28980.00,115,0,0.000,13.27,4.70,45,true,Congestion Confirmed,critical,Congestion Confirmed,95.97,115,critical
runtime_data,01-12-2025 00:00,TN1354_c01,TN1354_s01,L2600,64.39,40.59,40590.00,90,0,0.000,8.85,4.85,92,false,Normal,healthy,Normal,64.39,90,healthy
runtime_data,01-12-2025 00:00,TN1354_c02,TN1354_s01,L2100,89.43,28.88,28880.00,58,0,0.000,8.59,5.69,45,true,Congestion Confirmed,critical,Congestion Confirmed,89.43,58,critical
runtime_data,01-12-2025 00:00,TN1354_c03,TN1354_s02,L1800,84.41,39.47,39470.00,101,0,0.000,9.33,6.49,92,false,Normal,healthy,Normal,84.41,101,healthy
runtime_data,01-12-2025 00:00,TN1355_c01,TN1355_s01,L1800,50.83,45.78,45780.00,119,0,0.000,9.43,5.45,92,false,Normal,healthy,Normal,50.83,119,healthy
runtime_data,01-12-2025 00:00,TN1355_c02,TN1355_s01,L2100,55.93,34.87,34870.00,195,0,0.000,11.49,4.63,92,false,Normal,healthy,Normal,55.93,195,healthy
runtime_data,01-12-2025 00:00,TN1355_c03,TN1355_s02,L1800,65.95,53.33,53330.00,188,0,0.000,12.42,1.53,92,false,Normal,healthy,Normal,65.95,188,healthy
runtime_data,01-12-2025 00:00,TN1356_c01,TN1356_s01,L2100,50.78,55.28,55280.00,215,0,0.000,12.16,4.53,92,false,Normal,healthy,Normal,50.78,215,healthy
runtime_data,01-12-2025 00:00,TN1356_c02,TN1356_s01,L2100,48.56,28.71,28710.00,98,0,0.000,8.06,4.14,92,false,Normal,healthy,Normal,48.56,98,healthy
runtime_data,01-12-2025 00:00,TN1356_c03,TN1356_s02,L2100,63.29,52.79,52790.00,33,0,0.000,7.32,1.21,70,false,Radio Quality,watch,Radio Quality,63.29,33,watch
runtime_data,01-12-2025 00:00,TN1357_c01,TN1357_s01,L1800,89.25,21.62,21620.00,194,0,0.000,10.00,5.67,45,true,Congestion Confirmed,critical,Congestion Confirmed,89.25,194,critical
runtime_data,01-12-2025 00:00,TN1357_c02,TN1357_s01,L2100,43.38,59.31,59310.00,124,0,0.000,7.90,1.62,70,false,Radio Quality,watch,Radio Quality,43.38,124,watch
runtime_data,01-12-2025 00:00,TN1357_c03,TN1357_s02,L1800,87.61,27.92,27920.00,40,0,0.000,7.76,4.42,45,true,Congestion Confirmed,critical,Congestion Confirmed,87.61,40,critical
runtime_data,01-12-2025 00:00,TN1358_c01,TN1358_s01,L2100,35.29,47.77,47770.00,214,0,0.000,8.41,5.28,92,false,Normal,healthy,Normal,35.29,214,healthy
runtime_data,01-12-2025 00:00,TN1358_c02,TN1358_s01,L2100,82.56,37.56,37560.00,131,0,0.000,7.41,2.98,70,false,Radio Quality,watch,Radio Quality,82.56,131,watch
runtime_data,01-12-2025 00:00,TN1358_c03,TN1358_s02,L2600,37.30,57.30,57300.00,115,0,0.000,7.90,3.83,70,false,Radio Quality,watch,Radio Quality,37.30,115,watch
runtime_data,01-12-2025 00:00,TN1359_c01,TN1359_s01,L2100,36.09,19.44,19440.00,207,0,0.000,6.53,1.53,70,false,Radio Quality,watch,Radio Quality,36.09,207,watch
runtime_data,01-12-2025 00:00,TN1359_c02,TN1359_s01,L1800,58.40,9.53,9530.00,62,0,0.000,10.62,3.40,70,false,Normal,watch,Normal,58.40,62,watch
runtime_data,01-12-2025 00:00,TN1359_c03,TN1359_s02,L2100,66.74,53.95,53950.00,131,0,0.000,10.17,5.94,92,false,Normal,healthy,Normal,66.74,131,healthy
runtime_data,01-12-2025 00:00,TN1360_c01,TN1360_s01,L2100,56.91,7.03,7030.00,123,0,0.000,7.82,2.00,70,false,Radio Quality,watch,Radio Quality,56.91,123,watch
runtime_data,01-12-2025 00:00,TN1360_c02,TN1360_s01,L2100,36.34,25.80,25800.00,51,0,0.000,10.03,5.80,92,false,Normal,healthy,Normal,36.34,51,healthy
runtime_data,01-12-2025 00:00,TN1360_c03,TN1360_s02,L2600,50.60,38.07,38070.00,32,0,0.000,10.24,5.57,92,false,Normal,healthy,Normal,50.60,32,healthy
runtime_data,01-12-2025 00:00,TN1361_c01,TN1361_s01,L1800,37.94,26.53,26530.00,133,0,0.000,7.31,1.67,70,false,Radio Quality,watch,Radio Quality,37.94,133,watch
runtime_data,01-12-2025 00:00,TN1361_c02,TN1361_s01,L2100,77.41,27.88,27880.00,97,0,0.000,10.91,4.35,92,false,Normal,healthy,Normal,77.41,97,healthy
runtime_data,01-12-2025 00:00,TN1361_c03,TN1361_s02,L2600,77.74,32.67,32670.00,46,0,0.000,9.43,5.27,92,false,Normal,healthy,Normal,77.74,46,healthy
runtime_data,01-12-2025 00:00,TN1362_c01,TN1362_s01,L2100,65.36,20.20,20200.00,219,0,0.000,10.76,4.81,92,false,Normal,healthy,Normal,65.36,219,healthy
runtime_data,01-12-2025 00:00,TN1362_c02,TN1362_s01,L1800,53.02,55.16,55160.00,147,0,0.000,6.78,2.14,70,false,Radio Quality,watch,Radio Quality,53.02,147,watch
runtime_data,01-12-2025 00:00,TN1362_c03,TN1362_s02,L2600,35.78,51.10,51100.00,48,0,0.000,7.12,1.31,70,false,Radio Quality,watch,Radio Quality,35.78,48,watch
runtime_data,01-12-2025 00:00,TN1451_c01,TN1451_s01,L2600,66.21,54.86,54860.00,45,0,0.000,11.56,6.37,92,false,Normal,healthy,Normal,66.21,45,healthy
runtime_data,01-12-2025 00:00,TN1451_c02,TN1451_s01,L2600,51.11,53.20,53200.00,64,0,0.000,6.85,4.66,70,false,Radio Quality,watch,Radio Quality,51.11,64,watch
runtime_data,01-12-2025 00:00,TN1451_c03,TN1451_s02,L2100,60.99,54.08,54080.00,214,0,0.000,7.31,4.49,70,false,Radio Quality,watch,Radio Quality,60.99,214,watch
runtime_data,01-12-2025 00:00,TN1452_c01,TN1452_s01,L2600,55.05,20.49,20490.00,179,0,0.000,12.76,2.75,92,false,Normal,healthy,Normal,55.05,179,healthy
runtime_data,01-12-2025 00:00,TN1452_c02,TN1452_s01,L2600,41.94,20.68,20680.00,136,0,0.000,9.30,5.36,92,false,Normal,healthy,Normal,41.94,136,healthy
runtime_data,01-12-2025 00:00,TN1452_c03,TN1452_s02,L1800,74.58,13.16,13160.00,48,0,0.000,12.08,5.61,70,false,Normal,watch,Normal,74.58,48,watch
runtime_data,01-12-2025 00:00,TN1453_c01,TN1453_s01,L1800,41.33,49.32,49320.00,143,0,0.000,12.88,2.96,92,false,Normal,healthy,Normal,41.33,143,healthy
runtime_data,01-12-2025 00:00,TN1453_c02,TN1453_s01,L2600,56.87,53.52,53520.00,195,0,0.000,6.70,3.55,70,false,Radio Quality,watch,Radio Quality,56.87,195,watch
runtime_data,01-12-2025 00:00,TN1453_c03,TN1453_s02,L2600,64.78,8.48,8480.00,132,0,0.000,12.71,4.82,70,false,Normal,watch,Normal,64.78,132,watch
runtime_data,01-12-2025 00:00,TN1454_c01,TN1454_s01,L2100,76.35,44.61,44610.00,167,0,0.000,11.87,5.78,92,false,Normal,healthy,Normal,76.35,167,healthy
runtime_data,01-12-2025 00:00,TN1454_c02,TN1454_s01,L1800,66.67,11.14,11140.00,178,0,0.000,11.32,2.77,70,false,Normal,watch,Normal,66.67,178,watch
runtime_data,01-12-2025 00:00,TN1454_c03,TN1454_s02,L2600,76.25,53.73,53730.00,162,0,0.000,9.19,6.13,92,false,Normal,healthy,Normal,76.25,162,healthy
runtime_data,01-12-2025 00:00,TN1455_c01,TN1455_s01,L1800,65.84,52.95,52950.00,146,0,0.000,9.79,2.17,92,false,Normal,healthy,Normal,65.84,146,healthy
runtime_data,01-12-2025 00:00,TN1455_c02,TN1455_s01,L2600,94.18,29.01,29010.00,77,0,0.000,6.85,1.25,45,true,Congestion Confirmed,critical,Congestion Confirmed,94.18,77,critical
runtime_data,01-12-2025 00:00,TN1455_c03,TN1455_s02,L2100,62.10,52.26,52260.00,42,0,0.000,10.51,3.64,92,false,Normal,healthy,Normal,62.10,42,healthy
runtime_data,01-12-2025 00:00,TN1456_c01,TN1456_s01,L2100,74.86,7.93,7930.00,125,0,0.000,7.22,5.31,70,false,Radio Quality,watch,Radio Quality,74.86,125,watch
runtime_data,01-12-2025 00:00,TN1456_c02,TN1456_s01,L2100,93.75,29.80,29800.00,150,0,0.000,10.96,2.74,45,true,Congestion Confirmed,critical,Congestion Confirmed,93.75,150,critical
runtime_data,01-12-2025 00:00,TN1456_c03,TN1456_s02,L2600,85.34,20.31,20310.00,136,0,0.000,12.22,4.88,45,true,Congestion Confirmed,critical,Congestion Confirmed,85.34,136,critical
runtime_data,01-12-2025 00:00,TN1457_c01,TN1457_s01,L2600,57.16,47.00,47000.00,44,0,0.000,9.67,5.53,92,false,Normal,healthy,Normal,57.16,44,healthy
runtime_data,01-12-2025 00:00,TN1457_c02,TN1457_s01,L2100,93.83,19.60,19600.00,153,0,0.000,8.54,3.61,45,true,Congestion Confirmed,critical,Congestion Confirmed,93.83,153,critical
runtime_data,01-12-2025 00:00,TN1457_c03,TN1457_s02,L2600,85.13,8.23,8230.00,124,0,0.000,11.70,6.10,45,true,Congestion Confirmed,critical,Congestion Confirmed,85.13,124,critical
runtime_data,01-12-2025 00:00,TN1458_c01,TN1458_s01,L2600,58.97,16.29,16290.00,220,0,0.000,9.70,1.07,92,false,Normal,healthy,Normal,58.97,220,healthy
runtime_data,01-12-2025 00:00,TN1458_c02,TN1458_s01,L2100,73.63,47.70,47700.00,51,0,0.000,11.20,6.25,92,false,Normal,healthy,Normal,73.63,51,healthy
runtime_data,01-12-2025 00:00,TN1458_c03,TN1458_s02,L1800,43.21,45.76,45760.00,155,0,0.000,9.99,4.14,92,false,Normal,healthy,Normal,43.21,155,healthy
runtime_data,01-12-2025 00:00,TN1551_c01,TN1551_s01,L2600,91.39,37.62,37620.00,65,0,0.000,11.97,1.39,45,true,Congestion Confirmed,critical,Congestion Confirmed,91.39,65,critical
runtime_data,01-12-2025 00:00,TN1551_c02,TN1551_s01,L2100,75.11,33.18,33180.00,102,0,0.000,10.74,6.02,92,false,Normal,healthy,Normal,75.11,102,healthy
